DATE,AAPL,META,MSFT,GOOG,AMZN,MKT,SMB,HML,RF,WINDOW,LAAPL,LMETA,LMSFT,LGOOG,LAMZN,RAAPL,RMETA,RMSFT,RGOOG,RAMZN,ERAAPL,ERMETA,ERMSFT,ERGOOG,ERAMZN
06/08/2019,47.719028,184.509995,128.922958,58.497501,89.391502,1.29,-0.42,-0.59,0.007,0,1.678691589,2.266019897,2.110330261,1.767137314,1.951296235,0.814456234,0.659328006,0.807108727,0.659420195,0.554953399,0.807456234,0.652328006,0.800108727,0.652420195,0.547953399
07/08/2019,48.213173,185.149994,129.48764,58.699501,89.669998,0.07,0.08,-0.9,0.007,0,1.683165714,2.267523702,2.112228316,1.768634409,1.95264716,0.447412532,0.150380523,0.189805425,0.149709584,0.13509255,0.440412532,0.143380523,0.182805425,0.142709584,0.12809255
08/08/2019,49.276562,190.160004,132.943146,60.240002,91.644501,1.97,0.04,-0.23,0.007,0,1.6926404,2.279119178,2.123665952,1.779884978,1.962106411,0.947468555,1.159547554,1.143763618,1.125056825,0.945925078,0.940468555,1.152547554,1.136763618,1.118056825,0.938925078
09/08/2019,48.870499,187.850006,131.813644,59.400501,90.378998,-0.78,-0.42,-0.22,0.007,0,1.689046773,2.273811213,2.119960366,1.773790108,1.956067522,-0.359362623,-0.530796458,-0.370558551,-0.609486966,-0.60388887,-0.366362623,-0.537796458,-0.377558551,-0.616486966,-0.61088887
12/08/2019,48.74649,185.369995,129.975845,58.7355,89.246002,-1.32,0.28,-0.27,0.007,0,1.68794335,2.268039438,2.11386265,1.76890067,1.95058877,-0.110342378,-0.577177505,-0.609771675,-0.488943781,-0.547875225,-0.117342378,-0.584177505,-0.616771675,-0.495943781,-0.554875225
13/08/2019,50.810818,188.449997,132.665558,59.863499,91.217003,1.47,-0.17,-0.53,0.007,0,1.705956187,2.275196135,2.122758188,1.777162098,1.960075799,1.801283694,0.715669665,0.889553848,0.826142746,0.948702918,1.794283694,0.708669665,0.882553848,0.819142746,0.941702918
14/08/2019,49.298431,179.710007,128.670334,58.2145,88.148003,-2.95,0.22,-0.51,0.007,0,1.692833097,2.254572261,2.109478428,1.765031172,1.945212478,-1.312308925,-2.062387377,-1.327975974,-1.213092591,-1.486332131,-1.319308925,-2.069387377,-1.334975974,-1.220092591,-1.493332131
15/08/2019,49.052856,182.589996,128.382248,58.362999,88.806,0.16,-0.61,-0.53,0.007,0,1.690664298,2.261476979,2.108504976,1.7661376,1.948442309,-0.216879905,0.6904718,-0.097345229,0.110642846,0.322983124,-0.223879905,0.6834718,-0.104345229,0.103642846,0.315983124
16/08/2019,50.210247,183.699997,130.735168,58.880001,89.628502,1.55,0.52,0.61,0.007,0,1.700792358,2.264109149,2.116392429,1.769967809,1.952446138,1.012805947,0.263217011,0.788745331,0.383020856,0.400382892,1.005805947,0.256217011,0.781745331,0.376020856,0.393382892
19/08/2019,51.14637,186.169998,132.92485,59.922501,90.806,1.14,0.01,0.22,0.007,0,1.708814816,2.269909694,2.123606179,1.777589931,1.958114545,0.802245824,0.580054487,0.721374959,0.762212262,0.566840751,0.795245824,0.573054487,0.714374959,0.755212262,0.559840751
20/08/2019,51.1488,183.809998,131.820404,59.134499,90.069,-0.75,0.3,-0.5,0.007,0,1.708835449,2.26436913,2.119982638,1.771840922,1.954575341,0.002063315,-0.554056376,-0.362354058,-0.57490096,-0.353920447,-0.004936685,-0.561056376,-0.369354058,-0.58190096,-0.360920447
21/08/2019,51.703171,183.550003,133.289764,59.5625,91.177002,0.85,0.05,-0.3,0.007,0,1.71351718,2.263754396,2.124796799,1.774972918,1.959885308,0.468173036,-0.061473439,0.481416069,0.313199625,0.530996705,0.461173036,-0.068473439,0.474416069,0.306199625,0.523996705
22/08/2019,51.659409,182.039993,132.319778,59.476501,90.233002,-0.1,-0.53,0.49,0.007,0,1.713149433,2.26016681,2.121624764,1.774345411,1.955365406,-0.036774617,-0.35875858,-0.317203544,-0.062750691,-0.451990169,-0.043774617,-0.36575858,-0.324203544,-0.069750691,-0.458990169
23/08/2019,49.27169,177.75,128.103775,57.564499,87.481003,-2.66,-0.55,-0.18,0.007,0,1.692597459,2.249809609,2.107561928,1.760154729,1.941913754,-2.055197474,-1.035720073,-1.406283572,-1.419068185,-1.34516526,-2.062197474,-1.042720073,-1.413283572,-1.426068185,-1.35216526
26/08/2019,50.207825,180.360001,130.082123,58.4445,88.443497,1.08,-0.02,-0.17,0.007,0,1.700771408,2.256140229,2.114217616,1.766743648,1.946665906,0.817394951,0.633061964,0.665568834,0.658891831,0.475215224,0.810394951,0.626061964,0.658568834,0.651891831,0.468215224
27/08/2019,49.641277,181.300003,130.360657,58.391998,88.091499,-0.46,-0.88,-0.67,0.007,0,1.695842945,2.258397811,2.115146541,1.766353336,1.944934,-0.492846317,0.225758224,0.092892439,-0.039031177,-0.17319058,-0.499846317,0.218758224,0.085892439,-0.046031177,-0.18019058
28/08/2019,49.974384,181.759995,130.18779,58.550999,88.212502,0.68,0.47,0.62,0.007,0,1.69874745,2.259498302,2.114570255,1.767534309,1.94553014,0.290450457,0.11004908,-0.057628588,0.118097366,0.059614011,0.283450457,0.10304908,-0.064628588,0.111097366,0.052614011
29/08/2019,50.820553,185.570007,132.646286,59.642502,89.32,1.35,0.31,0.34,0.007,0,1.706039386,2.268507784,2.122695095,1.775555854,1.950948714,0.729193691,0.900948205,0.812483985,0.802154437,0.541857411,0.722193691,0.893948205,0.805483985,0.795154437,0.534857411
30/08/2019,50.754902,185.669998,132.396622,59.404999,88.814499,0.03,-0.38,0.23,0.007,0,1.705477994,2.268741733,2.121876905,1.773822993,1.94848387,-0.056139293,0.02339486,-0.081819001,-0.173286089,-0.24648441,-0.063139293,0.01639486,-0.088819001,-0.180286089,-0.25348441
03/09/2019,50.01572,182.389999,130.648743,58.419498,89.491997,-0.86,-0.95,0.1,0.009,0,1.699106525,2.261001021,2.116105236,1.766557821,1.951784199,-0.637146849,-0.774071178,-0.577166891,-0.726517215,0.33003291,-0.646146849,-0.783071178,-0.586166891,-0.735517215,0.32103291
04/09/2019,50.864319,187.139999,132.17572,59.070499,90.030998,1.08,-0.22,0.43,0.009,0,1.706413234,2.272166623,2.121151685,1.77137064,1.954392064,0.730670923,1.116560187,0.504644917,0.481281884,0.260786495,0.721670923,1.107560187,0.495644917,0.472281884,0.251786495
05/09/2019,51.858795,190.899994,134.499832,60.569,92.036003,1.42,0.4,0.71,0.009,0,1.714822421,2.280805915,2.128721742,1.782250403,1.96395775,0.840918691,0.863929192,0.757005706,1.087976389,0.956568522,0.831918691,0.854929192,0.748005706,1.078976389,0.947568522
06/09/2019,51.853931,187.490005,133.587509,60.246498,91.675499,-0.02,-0.39,0.04,0.009,0,1.714781685,2.272978121,2.125765852,1.779931807,1.962253283,-0.004073576,-0.782779409,-0.295589022,-0.231859611,-0.170446703,-0.013073576,-0.791779409,-0.304589022,-0.240859611,-0.179446703
09/09/2019,52.075203,188.759995,132.070084,60.220501,91.567497,0.07,0.75,3.06,0.009,0,1.716630972,2.275909957,2.120804454,1.779744364,1.961741343,0.184928615,0.293183651,-0.496139759,-0.01874431,-0.051193965,0.175928615,0.284183651,-0.505139759,-0.02774431,-0.060193965
10/09/2019,52.690361,186.169998,130.687164,60.299999,91.027496,0.17,1.06,1.13,0.009,0,1.721731174,2.269909694,2.116232934,1.780317305,1.959172596,0.510020249,-0.600026308,-0.457152048,0.057294067,-0.256874665,0.501020249,-0.609026308,-0.466152048,0.048294067,-0.265874665
11/09/2019,54.36565,188.490005,130.725555,61.008499,91.149498,0.88,1.33,-0.04,0.009,0,1.735324585,2.275288326,2.116360494,1.78539034,1.959754281,1.359341077,0.537863187,0.012756074,0.507303518,0.05816849,1.350341077,0.528863187,0.003756074,0.498303518,0.04916849
12/09/2019,54.244087,187.470001,132.070084,61.712502,92.177498,0.22,-0.3,-0.13,0.009,0,1.734352404,2.272931782,2.120804454,1.790373154,1.964624916,-0.097218101,-0.235654425,0.444395975,0.498281418,0.487063462,-0.106218101,-0.244654425,0.435395975,0.489281418,0.478063462
13/09/2019,53.188824,187.190002,131.878021,61.978001,91.967003,-0.01,0.01,0.74,0.009,0,1.725820388,2.272282649,2.120172421,1.792237565,1.963632034,-0.853201563,-0.064913277,-0.063203269,0.186441036,-0.099288175,-0.862201563,-0.073913277,-0.072203269,0.177441036,-0.108288175
16/09/2019,53.468441,186.220001,130.927231,61.564999,90.391998,-0.23,0.9,0.53,0.009,0,1.728097521,2.270026325,2.117029983,1.789333877,1.956129986,0.227713318,-0.225632429,-0.314243836,-0.290368791,-0.7502048,0.218713318,-0.234632429,-0.323243836,-0.299368791,-0.7592048
17/09/2019,53.662956,188.080002,131.945236,61.4575,91.127502,0.17,-0.59,-1.19,0.009,0,1.729674592,2.274342621,2.120393714,1.78857489,1.959649465,0.157707052,0.431629609,0.336373124,-0.075898693,0.351947947,0.148707052,0.422629609,0.327373124,-0.084898693,0.342947947
18/09/2019,54.166283,188.139999,133.030487,61.620499,90.873001,-0.05,-0.76,0.06,0.009,0,1.733729034,2.274481137,2.123951181,1.789725211,1.95843487,0.405444253,0.013851665,0.355746671,0.115032107,-0.121459502,0.396444253,0.004851665,0.346746671,0.106032107,-0.130459502
19/09/2019,53.726185,190.139999,135.479431,61.935501,91.074997,-0.05,-0.43,-0.46,0.009,0,1.730186003,2.279073487,2.131873364,1.791939655,1.959399166,-0.354303125,0.459234991,0.792218303,0.221444409,0.096429513,-0.363303125,0.450234991,0.783218303,0.212444409,0.087429513
20/09/2019,52.940804,189.929993,133.914017,61.496498,89.708,-0.48,0.29,0.15,0.009,0,1.723790533,2.278593552,2.126826038,1.788850385,1.952831174,-0.639547064,-0.047993505,-0.504732628,-0.308926998,-0.656799123,-0.648547064,-0.056993505,-0.513732628,-0.317926998,-0.665799123
23/09/2019,53.181519,186.820007,133.625916,61.7015,89.264999,-0.02,-0.17,0.51,0.009,0,1.725760738,2.271423384,2.125890695,1.790295722,1.950681204,0.197020518,-0.717016822,-0.093534241,0.144533712,-0.214996993,0.188020518,-0.726016822,-0.102534241,0.135533712,-0.223996993
24/09/2019,52.928646,181.279999,131.935654,60.938,87.080498,-1.01,-0.73,0,0.009,0,1.723690784,2.25834989,2.120362174,1.784888196,1.939920904,-0.206995355,-1.307349389,-0.552852111,-0.540752565,-1.076030042,-0.215995355,-1.316349389,-0.561852111,-0.549752565,-1.085030042
25/09/2019,53.743198,182.800003,133.837173,62.326,88.416496,0.69,0.36,0.53,0.009,0,1.730323506,2.261976199,2.126576755,1.794669255,1.9465333,0.663272147,0.36263084,0.62145804,0.978105887,0.661239551,0.654272147,0.35363084,0.61245804,0.969105887,0.652239551
26/09/2019,53.466003,180.110001,134.010025,62.0695,86.991997,-0.41,-0.96,0.11,0.009,0,1.728077718,2.255537829,2.127137288,1.792878247,1.939479301,-0.224578723,-0.643836989,0.056053362,-0.17910084,-0.705399887,-0.233578723,-0.652836989,0.047053362,-0.18810084,-0.714399887
27/09/2019,53.205841,177.100006,132.271759,61.254501,86.272499,-0.62,-0.34,0.88,0.009,0,1.725959312,2.248218576,2.121467129,1.787138006,1.935872378,-0.211840615,-0.731925273,-0.567015921,-0.574024064,-0.360692253,-0.220840615,-0.740925273,-0.576015921,-0.583024064,-0.369692253
30/09/2019,54.458057,178.080002,133.520248,60.950001,86.795502,0.5,-0.17,-0.48,0.009,0,1.736062142,2.250615152,2.12554713,1.784973717,1.938497219,1.010282989,0.239657596,0.408000133,-0.216428922,0.262484118,1.001282989,0.230657596,0.399000133,-0.225428922,0.253484118
01/10/2019,54.608803,175.809998,131.637939,60.255001,86.782501,-1.31,-0.46,-0.59,0.007,0,1.737262657,2.245043569,2.119381074,1.779993098,1.938432162,0.120051494,-0.557158288,-0.616605622,-0.498061908,-0.006505735,0.113051494,-0.564158288,-0.623605622,-0.505061908,-0.013505735
02/10/2019,53.239891,174.600006,129.313843,58.831501,85.661499,-1.73,0.9,-0.36,0.007,0,1.726237158,2.242044254,2.111645018,1.769609929,1.93278567,-1.102549945,-0.29993147,-0.773605567,-1.038316908,-0.564649209,-1.109549945,-0.30693147,-0.780605567,-1.045316908,-0.571649209
03/10/2019,53.692139,179.380005,130.879227,59.391499,86.221001,0.8,-0.22,-0.89,0.007,0,1.729910706,2.253774032,2.116870721,1.773724287,1.935613061,0.367354818,1.172977749,0.522570287,0.411435779,0.282739068,0.360354818,1.165977749,0.515570287,0.404435779,0.275739068
04/10/2019,55.197227,180.449997,132.646286,60.450001,86.982498,1.39,-0.47,-0.07,0.007,0,1.74191726,2.256356879,2.122695095,1.781396312,1.939431876,1.200655434,0.258284739,0.582437326,0.767202568,0.381881518,1.193655434,0.251284739,0.575437326,0.760202568,0.374881518
07/10/2019,55.209396,179.679993,131.685974,60.383999,86.633003,-0.41,0.16,-0.02,0.007,0,1.742012996,2.254499722,2.11953952,1.780921871,1.937683369,0.009573573,-0.185715718,-0.315557426,-0.047444109,-0.174850695,0.002573573,-0.192715718,-0.322557426,-0.054444109,-0.181850695
08/10/2019,54.562614,177.75,130.293396,59.456501,85.275497,-1.61,-0.13,-0.12,0.007,0,1.736895168,2.249809609,2.114922404,1.774199348,1.930824259,-0.511782747,-0.46901126,-0.461711651,-0.672252379,-0.685910958,-0.518782747,-0.47601126,-0.468711651,-0.679252379,-0.692910958
09/10/2019,55.202084,179.850006,132.761566,60.115501,86.099503,0.92,-0.55,-0.09,0.007,0,1.741955474,2.254910457,2.123072367,1.778986471,1.935000645,0.506030517,0.510084724,0.814996273,0.478712335,0.417638531,0.499030517,0.503084724,0.807996273,0.471712335,0.410638531
10/10/2019,55.946129,180.029999,133.587509,60.433498,86.013,0.59,-0.4,0.26,0.007,0,1.747770042,2.255344879,2.125765852,1.781277733,1.934564095,0.581456878,0.043442243,0.269348513,0.229126187,-0.04365491,0.574456878,0.036442243,0.262348513,0.222126187,-0.05065491
11/10/2019,57.434196,184.190002,134.144501,60.772499,86.596001,1.23,0.47,0.19,0.007,0,1.759170546,2.265266053,2.127572874,1.783707095,1.937497837,1.140050353,0.992117353,0.180702263,0.242936243,0.293374133,1.133050353,0.985117353,0.173702263,0.235936243,0.286374133
14/10/2019,57.351524,183.279999,134.019638,60.856998,86.821503,-0.18,-0.34,-0.04,0.007,0,1.758544963,2.263115074,2.127168441,1.784310525,1.9386273,-0.062558304,-0.215097879,-0.040443376,0.060343019,0.112946303,-0.069558304,-0.222097879,-0.047443376,0.053343019,0.105946303
15/10/2019,57.217793,188.889999,135.959595,62.150501,88.369003,1.03,0.25,-0.25,0.007,0,1.757531102,2.276208964,2.133409862,1.793444634,1.946299955,-0.101386066,1.309389049,0.62414217,0.913410853,0.76726554,-0.108386066,1.302389049,0.61714217,0.906410853,0.76026554
16/10/2019,56.986805,189.550003,134.845551,62.181999,88.871498,-0.24,0.4,0.23,0.007,0,1.755774309,2.277723796,2.129836622,1.793664679,1.948762501,-0.175679355,0.151483133,-0.357324001,0.022004557,0.24625454,-0.182679355,0.144483133,-0.364324001,0.015004557,0.23925454
17/10/2019,57.208073,190.389999,134.154099,62.6535,89.374001,0.37,0.8,-0.28,0.007,0,1.757457319,2.279644132,2.127603947,1.796945337,1.9512112,0.168301054,0.192033595,-0.223267539,0.328065747,0.244869979,0.161301054,0.185033595,-0.230267539,0.321065747,0.237869979
18/10/2019,57.482826,185.850006,131.964462,62.274502,87.875504,-0.49,-0.36,0.86,0.007,0,1.759538111,2.269162579,2.120456992,1.794310263,1.943867829,0.208079178,-1.048155213,-0.714695528,-0.263507368,-0.734337152,0.201079178,-1.055155213,-0.721695528,-0.270507368,-0.741337152
21/10/2019,58.479748,189.759995,132.944031,62.307499,89.282997,0.71,0.16,0.35,0.007,0,1.767005492,2.27820466,2.123668843,1.794540319,1.95076876,0.746738151,0.904208079,0.321185135,0.023005595,0.69009311,0.739738151,0.897208079,0.314185135,0.016005595,0.68309311
22/10/2019,58.346004,182.339996,130.965668,62.139999,88.286499,-0.34,0.22,0.85,0.007,0,1.766011117,2.260881941,2.117157462,1.793371242,1.945894295,-0.099437505,-1.73227193,-0.651138046,-0.116907725,-0.487446477,-0.106437505,-1.73927193,-0.658138046,-0.123907725,-0.494446477
23/10/2019,59.128948,186.149994,131.801208,62.956501,88.108498,0.25,-0.09,0.26,0.007,0,1.771800152,2.269863027,2.119919391,1.799040583,1.945017798,0.578903482,0.898108562,0.276192829,0.566934085,-0.08764974,0.571903482,0.891108562,0.269192829,0.559934085,-0.09464974
24/10/2019,59.226208,186.380005,134.394196,63.0495,89.039001,0.25,-0.26,-0.89,0.007,0,1.772513928,2.270399319,2.128380514,1.799681647,1.949580279,0.071377525,0.053629249,0.846112279,0.064106407,0.456248084,0.064377525,0.046629249,0.839112279,0.057106407,0.449248084
25/10/2019,59.955662,187.889999,135.152878,63.2565,88.066498,0.51,0.27,0.08,0.007,0,1.777830203,2.273903664,2.130825298,1.801105159,1.944810727,0.531627508,0.350434506,0.244478466,0.142351176,-0.476955187,0.524627508,0.343434506,0.237478466,0.135351176,-0.483955187
28/10/2019,60.556236,189.399994,138.475769,64.5,88.853996,0.62,0.27,-0.24,0.007,0,1.782158873,2.277379961,2.141373786,1.809559715,1.948676964,0.432867024,0.34762968,1.054848743,0.845455603,0.386623717,0.425867024,0.34062968,1.047848743,0.838455603,0.379623717
29/10/2019,59.155685,189.309998,137.169662,63.131001,88.135498,-0.13,0.3,0.51,0.007,0,1.771996488,2.277173551,2.137258068,1.800242676,1.945150863,-1.016238516,-0.020641001,-0.411571711,-0.931703912,-0.352610117,-1.023238516,-0.027641001,-0.418571711,-0.938703912,-0.359610117
30/10/2019,59.148392,188.25,138.87912,63.064499,88.999496,0.27,-0.37,-1.16,0.007,0,1.771942942,2.274734985,2.142636956,1.79978495,1.949387547,-0.005354523,-0.243856602,0.537888747,-0.045772558,0.423668448,-0.012354523,-0.250856602,0.530888747,-0.052772558,0.416668448
31/10/2019,60.485722,191.649994,137.688293,63.005501,88.833,-0.38,-0.26,-0.44,0.007,0,1.781652869,2.28250881,2.138897016,1.799378469,1.948574329,0.97099266,0.777382512,-0.373994019,-0.040648065,-0.081321825,0.96399266,0.770382512,-0.380994019,-0.047648065,-0.088321825
01/11/2019,62.202351,193.619995,138.024414,63.687,89.571999,1.08,0.48,0.83,0.006,0,1.7938068,2.286950205,2.139955912,1.804050792,1.952172267,1.215393054,0.444139458,0.105889619,0.467232247,0.359793756,1.209393054,0.438139458,0.099889619,0.461232247,0.353793756
04/11/2019,62.610832,194.720001,138.821518,64.568497,90.233002,0.4,0.01,1.35,0.006,0,1.796649475,2.289410563,2.142456789,1.810020677,1.955365406,0.284267532,0.246035854,0.25008771,0.596988542,0.319313976,0.278267532,0.240035854,0.24408771,0.590988542,0.313313976
05/11/2019,62.52087,194.320007,138.735077,64.601501,90.085503,-0.03,0.24,0.45,0.006,0,1.796025013,2.288517517,2.14218628,1.810242609,1.954654908,-0.062446217,-0.089304567,-0.027050952,0.022193165,-0.071049853,-0.068446217,-0.095304567,-0.033050952,0.016193165,-0.077049853
06/11/2019,62.547615,191.550003,138.350922,64.589996,89.788498,-0.05,-0.72,0.23,0.006,0,1.796210754,2.282282163,2.140982058,1.810165258,1.953220707,0.018574153,-0.623535432,-0.120422182,-0.007735119,-0.143420115,0.012574153,-0.629535432,-0.126422182,-0.013735119,-0.149420115
07/11/2019,63.269501,190.419998,138.542984,65.443001,89.410004,0.38,-0.14,0.51,0.006,0,1.801194409,2.279712556,2.141584537,1.815863206,1.951386114,0.498365495,-0.256960686,0.060247971,0.569794878,-0.183459235,0.492365495,-0.262960686,0.054247971,0.563794878,-0.189459235
08/11/2019,63.442669,190.839996,140.175613,65.568497,89.293999,0.31,0.06,-0.36,0.006,0,1.802381445,2.280669399,2.146672464,1.816695229,1.950822273,0.1187036,0.095684252,0.508792655,0.083202219,-0.056384119,0.1127036,0.089684252,0.502792655,0.077202219,-0.062384119
11/11/2019,63.945049,189.610001,140.319702,64.959503,88.582497,-0.19,0,-0.19,0.006,0,1.805806924,2.277861241,2.147118654,1.812642693,1.947347918,0.342547926,-0.280815827,0.044618972,-0.405253513,-0.347435493,0.336547926,-0.286815827,0.038618972,-0.411253513,-0.353435493
12/11/2019,63.886517,194.470001,141.241653,64.940002,88.900002,0.16,-0.12,-0.15,0.006,0,1.805409212,2.288852616,2.149962792,1.812512298,1.948901771,-0.039771282,1.099137592,0.284413792,-0.013039583,0.155385255,-0.045771282,1.093137592,0.278413792,-0.019039583,0.149385255
13/11/2019,64.498657,193.190002,141.472122,64.900002,87.655502,0.01,-0.22,-0.82,0.006,0,1.809550672,2.285984647,2.150670868,1.81224471,1.942779181,0.414146012,-0.286796945,0.070807612,-0.026758748,-0.612258946,0.408146012,-0.292796945,0.064807612,-0.032758748,-0.618258946
14/11/2019,64.052345,193.149994,142.192383,65.572998,87.730003,0.07,-0.11,-0.25,0.006,0,1.806535034,2.285894699,2.152876333,1.81672504,1.943148144,-0.30156376,-0.008994799,0.220546487,0.44803299,0.036896293,-0.30756376,-0.014994799,0.214546487,0.44203299,0.030896293
15/11/2019,64.813255,195.100006,144.026688,66.7435,86.974503,0.74,-0.26,-0.34,0.006,0,1.811663833,2.290257283,2.158442974,1.824408977,1.939391956,0.512879861,0.436258376,0.556664127,0.768393705,-0.375618848,0.506879861,0.430258376,0.550664127,0.762393705,-0.381618848
18/11/2019,65.140045,197.399994,144.382034,66.035004,87.626503,0.02,-0.35,-0.51,0.006,0,1.813848054,2.295347135,2.159513156,1.819774208,1.94263548,0.218422145,0.508985238,0.107018182,-0.463476865,0.324352448,0.212422145,0.502985238,0.101018182,-0.469476865,0.318352448
19/11/2019,64.942505,199.320007,144.430038,65.773003,87.639503,0.02,0.58,-0.94,0.006,0,1.812529036,2.299550894,2.159657526,1.818047671,1.942699906,-0.131901778,0.420375862,0.014436981,-0.172653758,0.006442582,-0.137901778,0.414375862,0.008436981,-0.178653758,0.000442582
20/11/2019,64.186485,197.509995,144.17952,65.152496,87.276497,-0.33,0,-0.45,0.006,0,1.807443593,2.295589078,2.158903575,1.813931058,1.940897307,-0.50854431,-0.396181575,-0.075395017,-0.411661267,-0.180259929,-0.51454431,-0.402181575,-0.081395017,-0.417661267,-0.186259929
21/11/2019,63.89872,197.929993,144.044586,65.067497,86.735497,-0.14,-0.35,0.1,0.006,0,1.805492159,2.296511609,2.15849694,1.813364101,1.938196871,-0.195143478,0.09225313,-0.040663563,-0.056695752,-0.270043537,-0.201143478,0.08625313,-0.046663563,-0.062695752,-0.276043537
22/11/2019,63.842606,198.820007,144.150604,64.766998,87.286003,0.24,0.06,0.22,0.006,0,1.805110606,2.298460085,2.158816466,1.811353768,1.940944607,-0.038155236,0.194847545,0.031952674,-0.201033309,0.274773537,-0.044155236,0.188847545,0.025952674,-0.207033309,0.268773537
25/11/2019,64.961998,199.789993,145.730988,65.334503,88.692001,0.92,1.32,-0.38,0.006,0,1.812659374,2.300573732,2.163551909,1.815142592,1.947884453,0.754876756,0.211364692,0.473544281,0.378882413,0.693984648,0.748876756,0.205364692,0.467544281,0.372882413,0.687984648
26/11/2019,64.454742,198.970001,146.501877,65.677498,89.847,0.19,0.06,-0.9,0.006,0,1.809254874,2.298787602,2.165843189,1.8174166,1.953503581,-0.340449945,-0.178612954,0.22912797,0.227400811,0.561912733,-0.346449945,-0.184612954,0.22312797,0.221400811,0.555912733
27/11/2019,65.320534,202,146.781311,65.649498,90.925499,0.44,0.23,-0.03,0.006,0,1.815049726,2.305351369,2.166670762,1.81723141,1.958685693,0.579485212,0.656376732,0.082757339,-0.018519034,0.518211259,0.573485212,0.650376732,0.076757339,-0.024519034,0.512211259
29/11/2019,65.176628,201.639999,145.875504,65.248001,90.040001,-0.42,-0.04,-0.31,0.006,0,1.814091888,2.304576687,2.16398237,1.814567211,1.954435491,-0.095783856,-0.077468283,-0.268839281,-0.266419878,-0.425020199,-0.101783856,-0.083468283,-0.274839281,-0.272419878,-0.431020199
02/12/2019,64.423058,199.699997,144.112061,64.496002,89.080002,-0.87,-0.25,0.48,0.007,0,1.809041336,2.300378058,2.158700329,1.809532794,1.949780218,-0.505055207,-0.419862827,-0.528204032,-0.503441648,-0.465527304,-0.512055207,-0.426862827,-0.535204032,-0.510441648,-0.472527304
03/12/2019,63.274384,198.820007,143.880783,64.764,88.498001,-0.66,0.6,-0.83,0.007,0,1.801227926,2.298460085,2.158002793,1.811333664,1.946933461,-0.781341001,-0.191797359,-0.069753664,0.180086984,-0.284675718,-0.788341001,-0.198797359,-0.076753664,0.173086984,-0.291675718
04/12/2019,63.832844,198.710007,144.401169,66.027,88.0345,0.6,0.13,0.24,0.007,0,1.805044194,2.298219739,2.159570709,1.819721565,1.944652902,0.381626853,-0.02403461,0.156791649,0.838790102,-0.228055897,0.374626853,-0.03103461,0.149791649,0.831790102,-0.235055897
05/12/2019,64.769348,199.360001,144.478226,66.406502,87.024002,0.13,-0.21,0.46,0.007,0,1.811369525,2.299638027,2.1598024,1.822210604,1.939639051,0.63253309,0.141828851,0.023169137,0.2489039,-0.501385051,0.62553309,0.134828851,0.016169137,0.2419039,-0.508385051
06/12/2019,66.020454,201.050003,146.232071,67.030998,87.580002,0.91,0.24,0.37,0.007,0,1.819678506,2.303304084,2.165042631,1.826275685,1.942404951,0.830898124,0.366605676,0.524023025,0.406508136,0.276589932,0.823898124,0.359605676,0.517023025,0.399508136,0.269589932
09/12/2019,65.096161,201.339996,145.856216,67.178001,87.475502,-0.33,0.37,0.11,0.007,0,1.813555377,2.303930056,2.163924942,1.827227076,1.941886443,-0.612312938,0.062597173,-0.111768838,0.095139101,-0.05185073,-0.619312938,0.055597173,-0.118768838,0.088139101,-0.05885073
10/12/2019,65.476601,200.869995,145.634598,67.233002,86.960503,-0.08,0.31,-0.09,0.007,0,1.816086126,2.302915069,2.163264561,1.827582503,1.939322043,0.253074926,-0.101498689,-0.066038097,0.035542674,-0.256440032,0.246074926,-0.108498689,-0.073038097,0.028542674,-0.263440032
11/12/2019,66.03508,202.259995,146.183884,67.250999,87.435997,0.28,-0.07,0.13,0.007,0,1.819774708,2.305909992,2.164899497,1.82769874,1.941690267,0.368858194,0.299492341,0.163493524,0.011623684,0.236822335,0.361858194,0.292492341,0.156493524,0.004623684,0.229822335
12/12/2019,66.203362,196.75,147.667877,67.513496,88.016502,0.9,-0.14,1.14,0.007,0,1.820880045,2.293914741,2.169286031,1.829390597,1.944564105,0.110533643,-1.199525114,0.438653454,0.169185723,0.28738381,0.103533643,-1.206525114,0.431653454,0.162185723,0.28038381
13/12/2019,67.103279,194.110001,148.91098,67.391502,88.046997,-0.03,-0.27,-0.54,0.007,0,1.826743742,2.288047912,2.172926722,1.828605136,1.944714548,0.586369773,-0.58668292,0.364069064,-0.078546142,0.015044357,0.579369773,-0.59368292,0.357069064,-0.085546142,0.008044357
16/12/2019,68.251938,197.919998,149.874588,68.058502,88.460503,0.74,0.02,-0.04,0.007,0,1.834114988,2.296489678,2.175728002,1.832882386,1.946749405,0.737124512,0.844176607,0.280128047,0.427724994,0.203485634,0.730124512,0.837176607,0.273128047,0.420724994,0.196485634
17/12/2019,68.38607,198.389999,149.065155,67.755997,89.532997,0.1,0.41,0.67,0.007,0,1.834967646,2.297519775,2.173376136,1.83094774,1.951983122,0.085265889,0.103009734,-0.235186624,-0.193464572,0.523371767,0.078265889,0.096009734,-0.242186624,-0.200464572,0.516371767
18/12/2019,68.222656,202.5,148.756775,67.630997,89.2015,-0.05,0.2,0.09,0.007,0,1.833928623,2.306425028,2.172476754,1.83014579,1.950372157,-0.103902341,0.890525232,-0.089938159,-0.080195038,-0.16109647,-0.110902341,0.883525232,-0.096938159,-0.087195038,-0.16809647
